Date,ObjectName,Consumption,m_Consumption,m_bool,Temperature
2016-01-01 00:00:00,Hog_education_Bruno,0.184024816116706,0.184024816116706,False,-7.2
2016-01-01 01:00:00,Hog_education_Bruno,0.184024816116706,0.184024816116706,False,-6.7
2016-01-01 02:00:00,Hog_education_Bruno,0.1779240599289329,0.1779240599289329,False,-6.7
2016-01-01 03:00:00,Hog_education_Bruno,0.1827931901026227,0.1827931901026227,False,-6.7
2016-01-01 04:00:00,Hog_education_Bruno,0.1917473407205393,0.1917473407205393,False,-8.3
2016-01-01 05:00:00,Hog_education_Bruno,0.181618937971183,0.181618937971183,False,-8.3
2016-01-01 06:00:00,Hog_education_Bruno,0.1784710242768021,0.1784710242768021,False,-8.9
2016-01-01 07:00:00,Hog_education_Bruno,0.184395833891135,0.184395833891135,False,-9.4
2016-01-01 08:00:00,Hog_education_Bruno,0.2019484170545779,0.2019484170545779,False,-8.9
2016-01-01 09:00:00,Hog_education_Bruno,0.1958323611647662,0.1958323611647662,False,-8.3
2016-01-01 10:00:00,Hog_education_Bruno,0.1920112605807001,0.1920112605807001,False,-6.7
2016-01-01 11:00:00,Hog_education_Bruno,0.1996955359294377,0.1996955359294377,False,-5.6
2016-01-01 12:00:00,Hog_education_Bruno,0.2053258262795332,0.2053258262795332,False,-2.8
2016-01-01 13:00:00,Hog_education_Bruno,0.2018986930229533,0.2018986930229533,False,-1.7
2016-01-01 14:00:00,Hog_education_Bruno,0.2023079600524779,0.2023079600524779,False,-1.1
2016-01-01 15:00:00,Hog_education_Bruno,0.2071311911200528,0.2071311911200528,False,-1.1
2016-01-01 16:00:00,Hog_education_Bruno,0.2121303687610684,0.2121303687610684,False,-1.7
2016-01-01 17:00:00,Hog_education_Bruno,0.19390459870794,0.19390459870794,False,-2.8
2016-01-01 18:00:00,Hog_education_Bruno,0.1958706104198621,0.1958706104198621,False,-3.3
2016-01-01 19:00:00,Hog_education_Bruno,0.1938701743783537,0.1938701743783537,False,-3.9
2016-01-01 20:00:00,Hog_education_Bruno,0.1976798001858916,0.1976798001858916,False,-5.0
2016-01-01 21:00:00,Hog_education_Bruno,0.1815692139395585,0.1815692139395585,False,-5.6
