Date,ObjectName,Consumption,m_Consumption,m_bool,Temperature
2016-01-01 00:00:00,Hog_office_Bessie,0.4774145804610272,0.4774145804610272,False,-7.2
2016-01-01 01:00:00,Hog_office_Bessie,0.4774145804610272,0.4774145804610272,False,-6.7
2016-01-01 02:00:00,Hog_office_Bessie,0.4810871046389507,0.4810871046389507,False,-6.7
2016-01-01 03:00:00,Hog_office_Bessie,0.5067940341024683,0.5067940341024683,False,-6.7
2016-01-01 04:00:00,Hog_office_Bessie,0.5728974965532326,0.5728974965532326,False,-8.3
2016-01-01 05:00:00,Hog_office_Bessie,0.5894234854629149,0.5894234854629149,False,-8.3
2016-01-01 06:00:00,Hog_office_Bessie,0.977965594714406,0.977965594714406,False,-8.9
2016-01-01 07:00:00,Hog_office_Bessie,0.8435548593933443,0.8435548593933443,False,-9.4
2016-01-01 08:00:00,Hog_office_Bessie,0.8395154033698055,0.8395154033698055,False,-8.9
2016-01-01 09:00:00,Hog_office_Bessie,0.8295998593427926,0.8295998593427926,False,-8.3
2016-01-01 10:00:00,Hog_office_Bessie,0.7341169432505872,0.7341169432505872,False,-6.7
2016-01-01 11:00:00,Hog_office_Bessie,0.7903048616743387,0.7903048616743387,False,-5.6
2016-01-01 12:00:00,Hog_office_Bessie,0.693720163669358,0.693720163669358,False,-2.8
2016-01-01 13:00:00,Hog_office_Bessie,0.7040028861359684,0.7040028861359684,False,-1.7
2016-01-01 14:00:00,Hog_office_Bessie,0.6290856615709665,0.6290856615709665,False,-1.1
2016-01-01 15:00:00,Hog_office_Bessie,0.675358035967705,0.675358035967705,False,-1.1
2016-01-01 16:00:00,Hog_office_Bessie,0.6812338773771969,0.6812338773771969,False,-1.7
2016-01-01 17:00:00,Hog_office_Bessie,0.7069410534346966,0.7069410534346966,False,-2.8
2016-01-01 18:00:00,Hog_office_Bessie,0.6984944697600567,0.6984944697600567,False,-3.3
2016-01-01 19:00:00,Hog_office_Bessie,0.7201616966060531,0.7201616966060531,False,-3.9
2016-01-01 20:00:00,Hog_office_Bessie,0.7289754587202907,0.7289754587202907,False,-5.0
2016-01-01 21:00:00,Hog_office_Bessie,0.7010649654312225,0.7010649654312225,False,-5.6
2016-01-01 22:00:00,Hog_office_Bessie,0.3499817150562148,0.3499817150562148,False,-6.1
2016-01-01 23:00:00,Hog_office_Bessie,0.4799853227261754,0.4799853227261754,False,-7.2
2016-01-02 00:00:00,Hog_office_Bessie,0.5225854195389729,0.5225854195389729,False,-7.2
2016-01-02 01:00:00,Hog_office_Bessie,0.4785163623738024,0.4785163623738024,False,-7.8
2016-01-02 02:00:00,Hog_office_Bessie,0.5868527431977667,0.5868527431977667,False,-8.9
2016-01-02 03:00:00,Hog_office_Bessie,0.5196474988342269,0.5196474988342269,False,-8.9
